customer_type,customer_idx,param,created_at
user,5748,9781635190151,2022-08-28 15:09:31
user,5750,9781635190151,2022-08-29 01:15:29
user,5750,9781635190151,2022-08-29 01:16:40
user,5750,9781635190151,2022-08-29 01:17:04
user,5750,9781635190151,2022-08-29 01:21:55
user,5751,9788976419927,2022-08-29 02:23:20
user,5751,9788976419927,2022-08-29 02:34:34
user,5752,9788991869318,2022-08-29 04:31:40
user,5752,9788991869325,2022-08-29 04:31:48
user,2942,9781635190199,2022-08-29 05:50:10
user,5755,9781635190151,2022-08-29 07:46:39
user,5755,9781635190151,2022-08-29 07:46:54
user,5756,9781635190151,2022-08-29 07:48:48
user,1895,9781635190243,2022-08-29 08:17:35
user,1895,9781635190243,2022-08-29 08:23:04
user,5744,9781635190151,2022-08-29 08:32:38
user,5756,9781635190151,2022-08-29 11:38:06
user,5756,9781635190199,2022-08-29 11:38:44
user,5747,9781635190151,2022-08-29 11:47:32
user,5747,9781635190151,2022-08-29 11:50:23
user,5746,9781635190151,2022-08-29 12:39:29
user,5763,9781635190151,2022-08-29 12:53:58
user,5746,9781635190151,2022-08-29 12:56:07
user,5764,9781635190151,2022-08-29 13:24:24
user,5764,9781635190151,2022-08-29 13:24:28
user,5056,9781635190168,2022-08-29 13:33:24
user,5056,9781635190168,2022-08-29 13:33:54
user,5056,9781635190168,2022-08-29 13:34:13
user,5765,9781635190151,2022-08-29 13:40:36
user,5764,9781635190151,2022-08-29 13:55:18
user,5764,9781635190151,2022-08-29 13:55:58
user,5050,9781635190168,2022-08-29 15:05:31
user,5050,9781635190168,2022-08-29 15:11:14
user,5738,9781635190151,2022-08-29 18:29:03
user,5768,9791130026718,2022-08-29 18:36:50
user,5768,9791196065270,2022-08-29 18:37:14
user,5769,9791191043723,2022-08-29 20:11:24
user,5769,9791191043297,2022-08-29 20:11:26
user,5771,9781635190151,2022-08-29 23:30:57
user,4781,9781635190199,2022-08-30 02:13:39
user,4781,9781635190199,2022-08-30 02:15:44
user,5773,9781635190151,2022-08-30 02:23:48
user,5773,9781635190151,2022-08-30 02:24:58
user,3982,9781635190199,2022-08-30 03:06:05
user,4266,9781635190168,2022-08-30 03:19:54
user,4266,9781635190168,2022-08-30 03:19:57
user,4266,9781635190168,2022-08-30 03:20:06
user,4266,9781635190168,2022-08-30 03:20:10
user,4266,9781635190168,2022-08-30 03:20:38
